id,title,url,type,trustLabel,board,topic,difficulty,learningStyle,whyHelpful,focusArea,estimatedTime,safetySensitive,bestFor,pathTags
mega-056,SparkFun Ultrasonic Distance Sensor Experiment,https://learn.sparkfun.com/tutorials/sparkfun-inventors-kit-experiment-guide---v41/circuit-3b-distance-sensor,written guide,Curated,Arduino,ultrasonic sensor,beginner,hands-on,A beginner-friendly ultrasonic distance lesson tied to a real circuit.,"Trigger/echo idea, distance sensing, and object detection.",30-45 min,False,obstacle robot; distance sensing,fastest; optimal
mega-057,Adafruit PIR Motion Sensor Guide,https://learn.adafruit.com/pir-passive-infrared-proximity-motion-sensor,written guide,Curated,General Electronics,pir motion sensor,beginner,written,Perfect for room-security projects that detect movement.,"PIR sensor behavior, wiring, retriggering, and false positives.",30-45 min,False,room security; motion alert,fastest; optimal
mega-058,Adafruit DHT Humidity/Temperature Sensor Guide,https://learn.adafruit.com/dht,written guide,Curated,General Electronics,dht temperature humidity,beginner,written,"Useful for smart plant, environment monitor, and room sensor projects.","DHT wiring, reading humidity/temperature, library use.",30-45 min,False,smart plant; environment monitor,fastest; optimal
mega-059,Adafruit Soil Moisture Sensor Guide,https://learn.adafruit.com/adafruit-stemma-soil-sensor-i2c-capacitive-moisture-sensor,written guide,Curated,General Electronics,soil moisture sensor,beginner-plus,written,A reliable capacitive soil sensor route for smart plant monitors.,"Capacitive sensing, I2C, calibration, and moisture thresholds.",30-60 min,False,smart plant; IoT,optimal; deep-learning
mega-060,Adafruit BME280 Sensor Guide,https://learn.adafruit.com/adafruit-bme280-humidity-barometric-pressure-temperature-sensor-breakout,written guide,Curated,General Electronics,bme280 environment sensor,beginner-plus,written,Adds high-quality environment sensing for weather or plant projects.,"I2C wiring, libraries, temperature/humidity/pressure data.",30-60 min,False,weather station; smart plant; IoT,optimal; deep-learning
mega-061,Adafruit MPU6050 6-DoF Sensor Guide,https://learn.adafruit.com/mpu6050-6-dof-accelerometer-and-gyro,written guide,Curated,General Electronics,imu accelerometer gyro,intermediate,written,"Useful for balancing robots, motion detection, and orientation sensing.","I2C, acceleration, gyroscope values, orientation intuition.",45-90 min,False,advanced robotics; motion sensing,deep-learning
mega-062,Pololu QTR Reflectance Sensor Guide,https://www.pololu.com/docs/0J19,official docs,Official,Robotics,line sensor,intermediate,written,Strong resource for line-following robots and reflectance sensors.,"Sensor calibration, reading arrays, and line detection.",45-90 min,False,line follower robot; robotics,deep-learning; optimal
mega-063,Adafruit VL53L0X Time of Flight Guide,https://learn.adafruit.com/adafruit-vl53l0x-micro-lidar-distance-sensor-breakout,written guide,Curated,General Electronics,time of flight distance sensor,beginner-plus,written,A more advanced distance sensor option than ultrasonic for compact robots.,"I2C distance sensing, sensor limits, and wiring.",30-60 min,False,robotics; distance sensing,deep-learning; optimal
mega-064,Adafruit SSD1306 OLED Guide,https://learn.adafruit.com/monochrome-oled-breakouts,written guide,Curated,General Electronics,oled display,beginner-plus,written,Useful when projects need to show sensor values without a laptop.,"I2C/SPI displays, libraries, and showing text/graphics.",45-75 min,False,IoT dashboard; sensor monitor,optimal; deep-learning
mega-065,SparkFun Qwiic Connect System Guide,https://learn.sparkfun.com/tutorials/qwiic-connect-system,written guide,Curated,General Electronics,qwiic i2c,beginner-plus,written,Shows a beginner-friendly plug-and-play sensor ecosystem that reduces wiring mistakes.,"Qwiic cables, I2C sensors, addresses, and faster prototyping.",25-45 min,False,sensors; reduced wiring mistakes,fastest; optimal
mega-066,Adafruit NeoPixel Uberguide,https://learn.adafruit.com/adafruit-neopixel-uberguide,written guide,Curated,General Electronics,neopixel led strip,beginner-plus,written,"Great for visual feedback, alerts, and robotics status lights.","Power requirements, data pin, brightness, and safety cautions.",45-90 min,True,LED alerts; status display; IoT,optimal; deep-learning
mega-067,Adafruit IR Break Beam Sensor Guide,https://learn.adafruit.com/ir-breakbeam-sensors,written guide,Curated,General Electronics,break beam sensor,beginner,written,Unique option for door/entry detection and simple object counting.,"Break-beam wiring, detection logic, and pull-up resistors.",20-40 min,False,room security; object counter,fastest; optimal
mega-068,Adafruit Magnetic Contact Switch Guide,https://learn.adafruit.com/magnetic-contact-switch-door-sensor,written guide,Curated,General Electronics,door sensor,beginner,written,Excellent simple sensor for room security and door-open alerts.,Normally closed/open switch logic and door sensor mounting.,20-40 min,False,room security; home automation,fastest; lowest-cost
mega-069,Adafruit STEMMA QT Guide,https://learn.adafruit.com/introducing-adafruit-stemma-qt,written guide,Curated,General Electronics,stemma qt qwiic,beginner,written,Shows plug-and-play sensor wiring that can reduce beginner confusion and wiring errors.,"STEMMA QT/Qwiic cables, I2C, and compatible sensors.",20-40 min,False,low wiring; sensors; fastest path,fastest; optimal
mega-070,SparkFun TB6612FNG Motor Driver Hookup Guide,https://learn.sparkfun.com/tutorials/tb6612fng-hookup-guide/all,written guide,Curated,Arduino,motor driver,beginner-plus,written,Teaches a safe motor-driver path instead of connecting motors directly to a board.,"Motor power, logic pins, direction pins, and PWM speed.",45-75 min,True,robot motors; safety,optimal; deep-learning
mega-071,Pololu DRV8833 Dual Motor Driver Carrier,https://www.pololu.com/product/2130,official docs,Official,Robotics,motor driver,beginner-plus,written,Official motor driver reference useful for small robot drive trains.,"Input pins, motor power, current limits, and wiring cautions.",30-60 min,True,robot motors; small robot,optimal; deep-learning
mega-072,Adafruit DRV8833 DC/Stepper Motor Driver Guide,https://learn.adafruit.com/adafruit-drv8833-dc-stepper-motor-driver-breakout-board,written guide,Curated,General Electronics,motor driver,beginner-plus,written,Beginner-friendly guide for controlling two small DC motors safely.,"Motor power vs logic power, wiring, and simple code examples.",45-75 min,True,robot motors; Arduino; CircuitPython,optimal; deep-learning
mega-073,Adafruit TB6612 Motor Driver Guide,https://learn.adafruit.com/adafruit-tb6612-h-bridge-dc-stepper-motor-driver-breakout,written guide,Curated,General Electronics,motor driver,beginner-plus,written,Explains a common dual H-bridge driver used in small robot projects.,"Motor direction, speed control, power connections, and safety.",45-75 min,True,robot motors; wheeled robot,optimal; deep-learning
mega-074,Adafruit Crickit Robotics Guide,https://learn.adafruit.com/adafruit-crickit-creative-robotic-interactive-construction-kit,written guide,Curated,CircuitPython,robotics controller,beginner-plus,hands-on,Unique beginner-friendly robotics platform that reduces wiring complexity for motors and servos.,"Servos, DC motors, capacitive touch, signals, and robot structure.",1-2 hrs,True,robotics; CircuitPython; low wiring,fastest; optimal
mega-075,ROS 2 Humble Documentation,https://docs.ros.org/en/humble/index.html,official docs,Official,ROS 2,robotics software,advanced,written,The real professional robotics software ecosystem for learners moving beyond basic microcontroller robots.,"Nodes, topics, packages, and robot simulation concepts.",Multi-day,False,advanced robotics; future path,deep-learning
mega-076,ROS 2 Tutorials,https://docs.ros.org/en/humble/Tutorials.html,official docs,Official,ROS 2,ros tutorials,advanced,written,Step-by-step official path for learning ROS 2 concepts.,"Workspace, nodes, topics, services, parameters, and tools.",Multi-day,False,advanced robotics; computer vision robot,deep-learning
mega-077,Gazebo Simulation Tutorials,https://gazebosim.org/docs/latest/tutorials/,official docs,Official,Gazebo,robot simulation,intermediate,simulator,Lets learners build and test robot worlds before hardware exists.,"Robot models, sensors, worlds, GUI, and simulated movement.",1-3 hrs,False,robot simulation; no hardware yet; advanced robotics,lowest-cost; deep-learning
mega-078,Webots First Simulation Tutorial,https://cyberbotics.com/doc/guide/tutorial-1-your-first-simulation-in-webots,official docs,Official,Webots,robot simulation,beginner-plus,simulator,A more approachable robotics simulator path for creating a first robot simulation.,"Worlds, robots, controllers, and first simulated movement.",30-60 min,False,robot simulation; no hardware yet,lowest-cost; deep-learning
mega-079,Webots Tutorials Index,https://cyberbotics.com/doc/guide/tutorials,official docs,Official,Webots,robot simulation,beginner-plus,simulator,Provides a structured sequence of robotics simulation tutorials.,Progress from first simulation to environment changes and sensors.,Multi-hour,False,robot simulation; advanced robotics,deep-learning
mega-082,WPILib Zero to Robot,https://docs.wpilib.org/en/stable/docs/zero-to-robot/introduction.html,official docs,Official,FRC Robotics,competition robotics,advanced,written,A serious future path for students interested in high school robotics teams and control systems.,"Robot project setup, control code, and FRC-style architecture.",Multi-day,True,robotics team; advanced path,deep-learning
mega-083,FIRST Tech Challenge Docs,https://ftc-docs.firstinspires.org/,official docs,Official,FTC Robotics,competition robotics,intermediate,written,Useful for learners who want a structured robotics competition path after basics.,"Robot hardware, control systems, programming, and competition rules.",Multi-day,True,robotics team; advanced path,deep-learning
mega-084,Duckietown Learning Materials,https://docs.duckietown.com/,official docs,Official,Duckietown,autonomous robots,advanced,written,"Unique autonomous-robotics curriculum for lanes, perception, and robot autonomy.","Self-driving robot concepts, perception, ROS, and autonomy.",Multi-day,False,autonomous robot; computer vision robot; future path,deep-learning
mega-086,OpenCV University Free Courses,https://opencv.org/university/free-courses/,course,Official,OpenCV,computer vision course,beginner-plus,video/written,Free OpenCV courses from the OpenCV ecosystem for structured computer vision learning.,Python/OpenCV fundamentals and practical vision projects.,Multi-hour,False,computer vision; deep learning,deep-learning; optimal
mega-087,FreeCodeCamp OpenCV Python Course Article,https://www.freecodecamp.org/news/how-to-use-opencv-and-python-for-computer-vision-and-ai/,course,Curated,OpenCV,computer vision course,beginner-plus,video,FreeCodeCamp’s OpenCV/Python course path is helpful for visual learners.,Use Python and OpenCV for basic computer vision and AI tasks.,Multi-hour,False,computer vision; video learners,deep-learning; optimal
mega-089,Teachable Machine Image Model,https://teachablemachine.withgoogle.com/train/image,tool,Official,AI Vision,image classification,beginner,hands-on,Fastest free way to prototype image classification for a dream robot.,Train object classes using webcam or uploaded images.,30-60 min,False,computer vision robot; AI demo,fastest; optimal
mega-090,TensorFlow Lite Microcontrollers,https://www.tensorflow.org/lite/microcontrollers,official docs,Official,TinyML,tinyml microcontrollers,advanced,written,Future path for running small ML models on microcontrollers.,"Model size, microcontroller deployment, inference basics.",1-3 hrs,False,TinyML; advanced microcontroller AI,deep-learning
